"","Files","Name","LLcode","Lat","NS","dex","LatMin","LatMax","LonMin","LonMax"
"702","G:\BerkeleyEarthFunctions\Data\GlobeLand30_ATS2010_3/GlobeLand30_ATS2010_3/S53_15_2010LC030/S53_15_2010LC030_ATS.TIF","S53_15_2010LC030_ATS.TIF","S53_15",-15,"S",53,-20,-15,132,138
"703","G:\BerkeleyEarthFunctions\Data\GlobeLand30_ATS2010_3/GlobeLand30_ATS2010_3/S53_20_2010LC030/S53_20_2010LC030_ATS.TIF","S53_20_2010LC030_ATS.TIF","S53_20",-20,"S",53,-25,-20,132,138
"704","G:\BerkeleyEarthFunctions\Data\GlobeLand30_ATS2010_3/GlobeLand30_ATS2010_3/S53_25_2010LC030/S53_25_2010LC030_ATS.TIF","S53_25_2010LC030_ATS.TIF","S53_25",-25,"S",53,-30,-25,132,138
"705","G:\BerkeleyEarthFunctions\Data\GlobeLand30_ATS2010_3/GlobeLand30_ATS2010_3/S53_30_2010LC030/S53_30_2010LC030_ATS.TIF","S53_30_2010LC030_ATS.TIF","S53_30",-30,"S",53,-35,-30,132,138
"706","G:\BerkeleyEarthFunctions\Data\GlobeLand30_ATS2010_3/GlobeLand30_ATS2010_3/S53_35_2010LC030/S53_35_2010LC030_ATS.TIF","S53_35_2010LC030_ATS.TIF","S53_35",-35,"S",53,-40,-35,132,138
"707","G:\BerkeleyEarthFunctions\Data\GlobeLand30_ATS2010_3/GlobeLand30_ATS2010_3/S54_00_2010LC030/S54_00_2010LC030_ATS.TIF","S54_00_2010LC030_ATS.TIF","S54_00",0,"S",54,-5,0,138,144
"708","G:\BerkeleyEarthFunctions\Data\GlobeLand30_ATS2010_3/GlobeLand30_ATS2010_3/S54_05_2010LC030/S54_05_2010LC030_ATS.TIF","S54_05_2010LC030_ATS.TIF","S54_05",-5,"S",54,-10,-5,138,144
"709","G:\BerkeleyEarthFunctions\Data\GlobeLand30_ATS2010_3/GlobeLand30_ATS2010_3/S54_10_2010LC030/S54_10_2010LC030_ATS.TIF","S54_10_2010LC030_ATS.TIF","S54_10",-10,"S",54,-15,-10,138,144
"710","G:\BerkeleyEarthFunctions\Data\GlobeLand30_ATS2010_3/GlobeLand30_ATS2010_3/S54_15_2010LC030/S54_15_2010LC030_ATS.TIF","S54_15_2010LC030_ATS.TIF","S54_15",-15,"S",54,-20,-15,138,144
"711","G:\BerkeleyEarthFunctions\Data\GlobeLand30_ATS2010_3/GlobeLand30_ATS2010_3/S54_20_2010LC030/S54_20_2010LC030_ATS.TIF","S54_20_2010LC030_ATS.TIF","S54_20",-20,"S",54,-25,-20,138,144
"712","G:\BerkeleyEarthFunctions\Data\GlobeLand30_ATS2010_3/GlobeLand30_ATS2010_3/S54_25_2010LC030/S54_25_2010LC030_ATS.TIF","S54_25_2010LC030_ATS.TIF","S54_25",-25,"S",54,-30,-25,138,144
"713","G:\BerkeleyEarthFunctions\Data\GlobeLand30_ATS2010_3/GlobeLand30_ATS2010_3/S54_30_2010LC030/S54_30_2010LC030_ATS.TIF","S54_30_2010LC030_ATS.TIF","S54_30",-30,"S",54,-35,-30,138,144
"714","G:\BerkeleyEarthFunctions\Data\GlobeLand30_ATS2010_3/GlobeLand30_ATS2010_3/S54_35_2010LC030/S54_35_2010LC030_ATS.TIF","S54_35_2010LC030_ATS.TIF","S54_35",-35,"S",54,-40,-35,138,144
"715","G:\BerkeleyEarthFunctions\Data\GlobeLand30_ATS2010_3/GlobeLand30_ATS2010_3/S55_00_2010LC030/S55_00_2010LC030_ATS.TIF","S55_00_2010LC030_ATS.TIF","S55_00",0,"S",55,-5,0,144,150
"716","G:\BerkeleyEarthFunctions\Data\GlobeLand30_ATS2010_3/GlobeLand30_ATS2010_3/S55_05_2010LC030/S55_05_2010LC030_ATS.TIF","S55_05_2010LC030_ATS.TIF","S55_05",-5,"S",55,-10,-5,144,150
"717","G:\BerkeleyEarthFunctions\Data\GlobeLand30_ATS2010_3/GlobeLand30_ATS2010_3/S55_15_2010LC030/S55_15_2010LC030_ATS.TIF","S55_15_2010LC030_ATS.TIF","S55_15",-15,"S",55,-20,-15,144,150
"718","G:\BerkeleyEarthFunctions\Data\GlobeLand30_ATS2010_3/GlobeLand30_ATS2010_3/S55_20_2010LC030/S55_20_2010LC030_ATS.TIF","S55_20_2010LC030_ATS.TIF","S55_20",-20,"S",55,-25,-20,144,150
"719","G:\BerkeleyEarthFunctions\Data\GlobeLand30_ATS2010_3/GlobeLand30_ATS2010_3/S55_25_2010LC030/S55_25_2010LC030_ATS.TIF","S55_25_2010LC030_ATS.TIF","S55_25",-25,"S",55,-30,-25,144,150
"720","G:\BerkeleyEarthFunctions\Data\GlobeLand30_ATS2010_3/GlobeLand30_ATS2010_3/S55_30_2010LC030/S55_30_2010LC030_ATS.TIF","S55_30_2010LC030_ATS.TIF","S55_30",-30,"S",55,-35,-30,144,150
"721","G:\BerkeleyEarthFunctions\Data\GlobeLand30_ATS2010_3/GlobeLand30_ATS2010_3/S55_35_2010LC030/S55_35_2010LC030_ATS.TIF","S55_35_2010LC030_ATS.TIF","S55_35",-35,"S",55,-40,-35,144,150
"722","G:\BerkeleyEarthFunctions\Data\GlobeLand30_ATS2010_3/GlobeLand30_ATS2010_3/S55_40_2010LC030/S55_40_2010LC030_ATS.TIF","S55_40_2010LC030_ATS.TIF","S55_40",-40,"S",55,-45,-40,144,150
"723","G:\BerkeleyEarthFunctions\Data\GlobeLand30_ATS2010_3/GlobeLand30_ATS2010_3/S56_00_2010LC030/S56_00_2010LC030_ATS.TIF","S56_00_2010LC030_ATS.TIF","S56_00",0,"S",56,-5,0,150,156
"724","G:\BerkeleyEarthFunctions\Data\GlobeLand30_ATS2010_3/GlobeLand30_ATS2010_3/S56_05_2010LC030/S56_05_2010LC030_ATS.TIF","S56_05_2010LC030_ATS.TIF","S56_05",-5,"S",56,-10,-5,150,156
"725","G:\BerkeleyEarthFunctions\Data\GlobeLand30_ATS2010_3/GlobeLand30_ATS2010_3/S56_10_2010LC030/S56_10_2010LC030_ATS.TIF","S56_10_2010LC030_ATS.TIF","S56_10",-10,"S",56,-15,-10,150,156
"726","G:\BerkeleyEarthFunctions\Data\GlobeLand30_ATS2010_3/GlobeLand30_ATS2010_3/S56_20_2010LC030/S56_20_2010LC030_ATS.TIF","S56_20_2010LC030_ATS.TIF","S56_20",-20,"S",56,-25,-20,150,156
"727","G:\BerkeleyEarthFunctions\Data\GlobeLand30_ATS2010_3/GlobeLand30_ATS2010_3/S56_25_2010LC030/S56_25_2010LC030_ATS.TIF","S56_25_2010LC030_ATS.TIF","S56_25",-25,"S",56,-30,-25,150,156
"728","G:\BerkeleyEarthFunctions\Data\GlobeLand30_ATS2010_3/GlobeLand30_ATS2010_3/S56_30_2010LC030/S56_30_2010LC030_ATS.TIF","S56_30_2010LC030_ATS.TIF","S56_30",-30,"S",56,-35,-30,150,156
"729","G:\BerkeleyEarthFunctions\Data\GlobeLand30_ATS2010_3/GlobeLand30_ATS2010_3/S56_35_2010LC030/S56_35_2010LC030_ATS.TIF","S56_35_2010LC030_ATS.TIF","S56_35",-35,"S",56,-40,-35,150,156
"730","G:\BerkeleyEarthFunctions\Data\GlobeLand30_ATS2010_3/GlobeLand30_ATS2010_3/S57_05_2010LC030/S57_05_2010LC030_ATS.TIF","S57_05_2010LC030_ATS.TIF","S57_05",-5,"S",57,-10,-5,156,162
"731","G:\BerkeleyEarthFunctions\Data\GlobeLand30_ATS2010_3/GlobeLand30_ATS2010_3/S57_10_2010LC030/S57_10_2010LC030_ATS.TIF","S57_10_2010LC030_ATS.TIF","S57_10",-10,"S",57,-15,-10,156,162
"732","G:\BerkeleyEarthFunctions\Data\GlobeLand30_ATS2010_3/GlobeLand30_ATS2010_3/S58_00_2010LC030/S58_00_2010LC030_ATS.TIF","S58_00_2010LC030_ATS.TIF","S58_00",0,"S",58,-5,0,162,168
"733","G:\BerkeleyEarthFunctions\Data\GlobeLand30_ATS2010_3/GlobeLand30_ATS2010_3/S58_10_2010LC030/S58_10_2010LC030_ATS.TIF","S58_10_2010LC030_ATS.TIF","S58_10",-10,"S",58,-15,-10,162,168
"734","G:\BerkeleyEarthFunctions\Data\GlobeLand30_ATS2010_3/GlobeLand30_ATS2010_3/S58_15_2010LC030/S58_15_2010LC030_ATS.TIF","S58_15_2010LC030_ATS.TIF","S58_15",-15,"S",58,-20,-15,162,168
"735","G:\BerkeleyEarthFunctions\Data\GlobeLand30_ATS2010_3/GlobeLand30_ATS2010_3/S58_20_2010LC030/S58_20_2010LC030_ATS.TIF","S58_20_2010LC030_ATS.TIF","S58_20",-20,"S",58,-25,-20,162,168
"736","G:\BerkeleyEarthFunctions\Data\GlobeLand30_ATS2010_3/GlobeLand30_ATS2010_3/S58_25_2010LC030/S58_25_2010LC030_ATS.TIF","S58_25_2010LC030_ATS.TIF","S58_25",-25,"S",58,-30,-25,162,168
"737","G:\BerkeleyEarthFunctions\Data\GlobeLand30_ATS2010_3/GlobeLand30_ATS2010_3/S58_45_2010LC030/S58_45_2010LC030_ATS.TIF","S58_45_2010LC030_ATS.TIF","S58_45",-45,"S",58,-50,-45,162,168
"738","G:\BerkeleyEarthFunctions\Data\GlobeLand30_ATS2010_3/GlobeLand30_ATS2010_3/S59_00_2010LC030/S59_00_2010LC030_ATS.TIF","S59_00_2010LC030_ATS.TIF","S59_00",0,"S",59,-5,0,168,174
"739","G:\BerkeleyEarthFunctions\Data\GlobeLand30_ATS2010_3/GlobeLand30_ATS2010_3/S59_15_2010LC030/S59_15_2010LC030_ATS.TIF","S59_15_2010LC030_ATS.TIF","S59_15",-15,"S",59,-20,-15,168,174
"740","G:\BerkeleyEarthFunctions\Data\GlobeLand30_ATS2010_3/GlobeLand30_ATS2010_3/S59_20_2010LC030/S59_20_2010LC030_ATS.TIF","S59_20_2010LC030_ATS.TIF","S59_20",-20,"S",59,-25,-20,168,174
"741","G:\BerkeleyEarthFunctions\Data\GlobeLand30_ATS2010_3/GlobeLand30_ATS2010_3/S59_30_2010LC030/S59_30_2010LC030_ATS.TIF","S59_30_2010LC030_ATS.TIF","S59_30",-30,"S",59,-35,-30,168,174
"742","G:\BerkeleyEarthFunctions\Data\GlobeLand30_ATS2010_3/GlobeLand30_ATS2010_3/S59_35_2010LC030/S59_35_2010LC030_ATS.TIF","S59_35_2010LC030_ATS.TIF","S59_35",-35,"S",59,-40,-35,168,174
"743","G:\BerkeleyEarthFunctions\Data\GlobeLand30_ATS2010_3/GlobeLand30_ATS2010_3/S59_40_2010LC030/S59_40_2010LC030_ATS.TIF","S59_40_2010LC030_ATS.TIF","S59_40",-40,"S",59,-45,-40,168,174
"744","G:\BerkeleyEarthFunctions\Data\GlobeLand30_ATS2010_3/GlobeLand30_ATS2010_3/S59_45_2010LC030/S59_45_2010LC030_ATS.TIF","S59_45_2010LC030_ATS.TIF","S59_45",-45,"S",59,-50,-45,168,174
"745","G:\BerkeleyEarthFunctions\Data\GlobeLand30_ATS2010_3/GlobeLand30_ATS2010_3/S60_00_2010LC030/S60_00_2010LC030_ATS.TIF","S60_00_2010LC030_ATS.TIF","S60_00",0,"S",60,-5,0,174,180
"746","G:\BerkeleyEarthFunctions\Data\GlobeLand30_ATS2010_3/GlobeLand30_ATS2010_3/S60_05_2010LC030/S60_05_2010LC030_ATS.TIF","S60_05_2010LC030_ATS.TIF","S60_05",-5,"S",60,-10,-5,174,180
"747","G:\BerkeleyEarthFunctions\Data\GlobeLand30_ATS2010_3/GlobeLand30_ATS2010_3/S60_10_2010LC030/S60_10_2010LC030_ATS.TIF","S60_10_2010LC030_ATS.TIF","S60_10",-10,"S",60,-15,-10,174,180
"748","G:\BerkeleyEarthFunctions\Data\GlobeLand30_ATS2010_3/GlobeLand30_ATS2010_3/S60_15_2010LC030/S60_15_2010LC030_ATS.TIF","S60_15_2010LC030_ATS.TIF","S60_15",-15,"S",60,-20,-15,174,180
"749","G:\BerkeleyEarthFunctions\Data\GlobeLand30_ATS2010_3/GlobeLand30_ATS2010_3/S60_35_2010LC030/S60_35_2010LC030_ATS.TIF","S60_35_2010LC030_ATS.TIF","S60_35",-35,"S",60,-40,-35,174,180
"750","G:\BerkeleyEarthFunctions\Data\GlobeLand30_ATS2010_3/GlobeLand30_ATS2010_3/S60_40_2010LC030/S60_40_2010LC030_ATS.TIF","S60_40_2010LC030_ATS.TIF","S60_40",-40,"S",60,-45,-40,174,180
